"Country or Area","Currency","ISIC Rev 3","Year","Measure","Value","Value Footnotes"
"State of Palestine ","US Dollars","1711 Textile fibre preparation; textile weaving","2007","Wages and salaries paid to employees","1004615",""
"State of Palestine ","US Dollars","1712 Finishing of textiles","2009","Wages and salaries paid to employees","62000",""
"State of Palestine ","US Dollars","1712 Finishing of textiles","2008","Wages and salaries paid to employees","46906",""
"State of Palestine ","US Dollars","1712 Finishing of textiles","2007","Wages and salaries paid to employees","68941",""
"State of Palestine ","US Dollars","172 Other textiles","2009","Wages and salaries paid to employees","2505000",""
"State of Palestine ","US Dollars","172 Other textiles","2008","Wages and salaries paid to employees","2621681",""
"State of Palestine ","US Dollars","1721 Made-up textile articles, except apparel","2009","Wages and salaries paid to employees","2378000","118"
"State of Palestine ","US Dollars","1721 Made-up textile articles, except apparel","2008","Wages and salaries paid to employees","2497687",""
"State of Palestine ","US Dollars","1721 Made-up textile articles, except apparel","2007","Wages and salaries paid to employees","1956784",""
"State of Palestine ","US Dollars","1722 Carpets and rugs","2008","Wages and salaries paid to employees","22559","119"
"State of Palestine ","US Dollars","1722 Carpets and rugs","2007","Wages and salaries paid to employees","16972",""
"State of Palestine ","US Dollars","1729 Other textiles n.e.c.","2009","Wages and salaries paid to employees","127000",""
"State of Palestine ","US Dollars","1729 Other textiles n.e.c.","2008","Wages and salaries paid to employees","101435",""
"State of Palestine ","US Dollars","1729 Other textiles n.e.c.","2007","Wages and salaries paid to employees","201091",""
"State of Palestine ","US Dollars","1730 Knitted and crocheted fabrics and articles","2009","Wages and salaries paid to employees","140000",""
"State of Palestine ","US Dollars","1730 Knitted and crocheted fabrics and articles","2008","Wages and salaries paid to employees","327367",""
"State of Palestine ","US Dollars","1730 Knitted and crocheted fabrics and articles","2007","Wages and salaries paid to employees","110240",""
"State of Palestine ","US Dollars","1810 Wearing apparel, except fur apparel","2009","Wages and salaries paid to employees","33308000",""
"State of Palestine ","US Dollars","1810 Wearing apparel, except fur apparel","2008","Wages and salaries paid to employees","30414005",""
"State of Palestine ","US Dollars","1810 Wearing apparel, except fur apparel","2007","Wages and salaries paid to employees","24225651",""
"State of Palestine ","US Dollars","1820 Dressing & dyeing of fur; processing of fur","2009","Wages and salaries paid to employees","42000",""
"State of Palestine ","US Dollars","1820 Dressing & dyeing of fur; processing of fur","2008","Wages and salaries paid to employees","149093",""
"State of Palestine ","US Dollars","1820 Dressing & dyeing of fur; processing of fur","2007","Wages and salaries paid to employees","347554",""
"State of Palestine ","US Dollars","191 Tanning, dressing and processing of leather","2009","Wages and salaries paid to employees","990000",""
"State of Palestine ","US Dollars","191 Tanning, dressing and processing of leather","2008","Wages and salaries paid to employees","1129476",""
"State of Palestine ","US Dollars","191 Tanning, dressing and processing of leather","2007","Wages and salaries paid to employees","1643040",""
"State of Palestine ","US Dollars","1911 Tanning and dressing of leather","2009","Wages and salaries paid to employees","222000",""
"State of Palestine ","US Dollars","1911 Tanning and dressing of leather","2008","Wages and salaries paid to employees","248628",""
"State of Palestine ","US Dollars","1911 Tanning and dressing of leather","2007","Wages and salaries paid to employees","255722",""
"State of Palestine ","US Dollars","1912 Luggage, handbags, etc.; saddlery & harness","2009","Wages and salaries paid to employees","768000",""
"State of Palestine ","US Dollars","1912 Luggage, handbags, etc.; saddlery & harness","2008","Wages and salaries paid to employees","880848",""
"State of Palestine ","US Dollars","1912 Luggage, handbags, etc.; saddlery & harness","2007","Wages and salaries paid to employees","1387318",""
"State of Palestine ","US Dollars","1920 Footwear","2009","Wages and salaries paid to employees","7127000",""
"State of Palestine ","US Dollars","1920 Footwear","2008","Wages and salaries paid to employees","6464296",""
"State of Palestine ","US Dollars","1920 Footwear","2007","Wages and salaries paid to employees","6850160",""
"State of Palestine ","US Dollars","2010 Sawmilling and planing of wood","2009","Wages and salaries paid to employees","38000","70"
"State of Palestine ","US Dollars","2010 Sawmilling and planing of wood","2008","Wages and salaries paid to employees","49195","70"
"State of Palestine ","US Dollars","2010 Sawmilling and planing of wood","2007","Wages and salaries paid to employees","66760",""
"State of Palestine ","US Dollars","2022 Builders' carpentry and joinery","2009","Wages and salaries paid to employees","947000",""
"State of Palestine ","US Dollars","2022 Builders' carpentry and joinery","2008","Wages and salaries paid to employees","803266",""
"State of Palestine ","US Dollars","2022 Builders' carpentry and joinery","2007","Wages and salaries paid to employees","745379",""
"State of Palestine ","US Dollars","2023 Wooden containers","2009","Wages and salaries paid to employees","954000",""
"State of Palestine ","US Dollars","2023 Wooden containers","2008","Wages and salaries paid to employees","672515",""
"State of Palestine ","US Dollars","2023 Wooden containers","2007","Wages and salaries paid to employees","540326",""
"State of Palestine ","US Dollars","2029 Other wood products; articles of cork/straw","2009","Wages and salaries paid to employees","2412000",""
"State of Palestine ","US Dollars","2029 Other wood products; articles of cork/straw","2008","Wages and salaries paid to employees","2330770",""
"State of Palestine ","US Dollars","2029 Other wood products; articles of cork/straw","2007","Wages and salaries paid to employees","3004544",""
"State of Palestine ","US Dollars","210 Paper and paper products","2009","Wages and salaries paid to employees","3074000",""
"State of Palestine ","US Dollars","210 Paper and paper products","2008","Wages and salaries paid to employees","4250109",""
"State of Palestine ","US Dollars","210 Paper and paper products","2007","Wages and salaries paid to employees","2638165",""
"State of Palestine ","US Dollars","2101 Pulp, paper and paperboard","2009","Wages and salaries paid to employees","831000",""
"State of Palestine ","US Dollars","2101 Pulp, paper and paperboard","2008","Wages and salaries paid to employees","784773",""
"State of Palestine ","US Dollars","2101 Pulp, paper and paperboard","2007","Wages and salaries paid to employees","608765",""
"State of Palestine ","US Dollars","2102 Corrugated paper and paperboard","2009","Wages and salaries paid to employees","562000",""
"State of Palestine ","US Dollars","2102 Corrugated paper and paperboard","2008","Wages and salaries paid to employees","711541",""
"State of Palestine ","US Dollars","2102 Corrugated paper and paperboard","2007","Wages and salaries paid to employees","524497",""
"State of Palestine ","US Dollars","2109 Other articles of paper and paperboard","2009","Wages and salaries paid to employees","1681000",""
"State of Palestine ","US Dollars","2109 Other articles of paper and paperboard","2008","Wages and salaries paid to employees","2753795",""
"State of Palestine ","US Dollars","2109 Other articles of paper and paperboard","2007","Wages and salaries paid to employees","1504903",""
"State of Palestine ","US Dollars","2212 Publishing of newspapers, journals, etc.","2009","Wages and salaries paid to employees","3055000",""
"State of Palestine ","US Dollars","2212 Publishing of newspapers, journals, etc.","2008","Wages and salaries paid to employees","458948",""
"State of Palestine ","US Dollars","2212 Publishing of newspapers, journals, etc.","2007","Wages and salaries paid to employees","1318275",""
"State of Palestine ","US Dollars","222 Printing and related service activities","2009","Wages and salaries paid to employees","5793000",""
"State of Palestine ","US Dollars","222 Printing and related service activities","2008","Wages and salaries paid to employees","4419816",""
"State of Palestine ","US Dollars","222 Printing and related service activities","2007","Wages and salaries paid to employees","4424803",""
"State of Palestine ","US Dollars","2221 Printing","2009","Wages and salaries paid to employees","5515000",""
"State of Palestine ","US Dollars","2221 Printing","2008","Wages and salaries paid to employees","4167799",""
"State of Palestine ","US Dollars","2221 Printing","2007","Wages and salaries paid to employees","4272246",""
"State of Palestine ","US Dollars","2222 Service activities related to printing","2009","Wages and salaries paid to employees","278000",""
"State of Palestine ","US Dollars","2222 Service activities related to printing","2008","Wages and salaries paid to employees","252017",""
"State of Palestine ","US Dollars","2222 Service activities related to printing","2007","Wages and salaries paid to employees","152557",""
"State of Palestine ","US Dollars","2320 Refined petroleum products","2009","Wages and salaries paid to employees","138000",""
"State of Palestine ","US Dollars","2320 Refined petroleum products","2008","Wages and salaries paid to employees","203034",""
"State of Palestine ","US Dollars","2320 Refined petroleum products","2007","Wages and salaries paid to employees","76426",""
"State of Palestine ","US Dollars","2411 Basic chemicals, except fertilizers","2009","Wages and salaries paid to employees","210000",""
"State of Palestine ","US Dollars","2411 Basic chemicals, except fertilizers","2008","Wages and salaries paid to employees","50675",""
"State of Palestine ","US Dollars","2411 Basic chemicals, except fertilizers","2007","Wages and salaries paid to employees","24142",""
"State of Palestine ","US Dollars","2413 Plastics in primary forms; synthetic rubber","2009","Wages and salaries paid to employees","373000",""
"State of Palestine ","US Dollars","2413 Plastics in primary forms; synthetic rubber","2008","Wages and salaries paid to employees","324002",""
"State of Palestine ","US Dollars","2413 Plastics in primary forms; synthetic rubber","2007","Wages and salaries paid to employees","578401",""
"State of Palestine ","US Dollars","242 Other chemicals","2009","Wages and salaries paid to employees","13459000",""
"State of Palestine ","US Dollars","242 Other chemicals","2008","Wages and salaries paid to employees","8688420",""
"State of Palestine ","US Dollars","242 Other chemicals","2007","Wages and salaries paid to employees","9503696",""
"State of Palestine ","US Dollars","2422 Paints, varnishes, printing ink and mastics","2009","Wages and salaries paid to employees","436000",""
"State of Palestine ","US Dollars","2422 Paints, varnishes, printing ink and mastics","2008","Wages and salaries paid to employees","624594",""
"State of Palestine ","US Dollars","2422 Paints, varnishes, printing ink and mastics","2007","Wages and salaries paid to employees","387177",""
"State of Palestine ","US Dollars","2423 Pharmaceuticals, medicinal chemicals, etc.","2009","Wages and salaries paid to employees","9889000",""
"State of Palestine ","US Dollars","2423 Pharmaceuticals, medicinal chemicals, etc.","2008","Wages and salaries paid to employees","4911337",""
"State of Palestine ","US Dollars","2423 Pharmaceuticals, medicinal chemicals, etc.","2007","Wages and salaries paid to employees","5910360",""
"State of Palestine ","US Dollars","2424 Soap, cleaning & cosmetic preparations","2009","Wages and salaries paid to employees","2979000",""
"State of Palestine ","US Dollars","2424 Soap, cleaning & cosmetic preparations","2008","Wages and salaries paid to employees","2452082",""
