Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source,,
124,Canada,2015,Imports CIF (millions of US dollars),G,,419375,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,2018,Imports CIF (millions of US dollars),G,,459948,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,2019,Imports CIF (millions of US dollars),G,,453360,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,2020,Imports CIF (millions of US dollars),G,,405391,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,1995,Exports FOB (millions of US dollars),G,,191118,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,2005,Exports FOB (millions of US dollars),G,,360552,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,2010,Exports FOB (millions of US dollars),G,,386580,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,2015,Exports FOB (millions of US dollars),G,,408697,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,2018,Exports FOB (millions of US dollars),G,,450382,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,2019,Exports FOB (millions of US dollars),G,,446080,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,2020,Exports FOB (millions of US dollars),G,,389513,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,1995,Balance imports/exports (millions of US dollars),G,,26747,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,2005,Balance imports/exports (millions of US dollars),G,,46108,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,2010,Balance imports/exports (millions of US dollars),G,,-5529,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,2015,Balance imports/exports (millions of US dollars),G,,-10677,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,2018,Balance imports/exports (millions of US dollars),G,,-9565,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,2019,Balance imports/exports (millions of US dollars),G,,-7280,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
124,Canada,2020,Balance imports/exports (millions of US dollars),G,,-15878,Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,1995,Imports CIF (millions of US dollars),G,,390,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2005,Imports CIF (millions of US dollars),G,,1191,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2010,Imports CIF (millions of US dollars),G,,828,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2015,Imports CIF (millions of US dollars),G,,915,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2018,Imports CIF (millions of US dollars),G,,1270,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2019,Imports CIF (millions of US dollars),G,,1420,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2020,Imports CIF (millions of US dollars),G,,1337,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,1995,Exports FOB (millions of US dollars),G,,4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2005,Exports FOB (millions of US dollars),G,,52,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2010,Exports FOB (millions of US dollars),G,,24,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2015,Exports FOB (millions of US dollars),G,,65,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2018,Exports FOB (millions of US dollars),G,,39,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2019,Exports FOB (millions of US dollars),G,,50,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2020,Exports FOB (millions of US dollars),G,,22,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,1995,Balance imports/exports (millions of US dollars),G,,-386,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2005,Balance imports/exports (millions of US dollars),G,,-1138,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2010,Balance imports/exports (millions of US dollars),G,,-804,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2015,Balance imports/exports (millions of US dollars),G,,-851,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2018,Balance imports/exports (millions of US dollars),G,,-1232,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2019,Balance imports/exports (millions of US dollars),G,,-1370,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
136,Cayman Islands,2020,Balance imports/exports (millions of US dollars),G,,-1315,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,1995,Imports CIF (millions of US dollars),S,,265,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2005,Imports CIF (millions of US dollars),S,,185,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2010,Imports CIF (millions of US dollars),S,,210,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2015,Imports CIF (millions of US dollars),S,,457,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2018,Imports CIF (millions of US dollars),S,,384,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2019,Imports CIF (millions of US dollars),S,,325,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2020,Imports CIF (millions of US dollars),S,,75,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,1995,Exports FOB (millions of US dollars),S,,120,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2005,Exports FOB (millions of US dollars),S,,111,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2010,Exports FOB (millions of US dollars),S,,90,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2015,Exports FOB (millions of US dollars),S,,97,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2018,Exports FOB (millions of US dollars),S,,54,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2019,Exports FOB (millions of US dollars),S,,12,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2020,Exports FOB (millions of US dollars),S,,73,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,1995,Balance imports/exports (millions of US dollars),S,,-146,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2005,Balance imports/exports (millions of US dollars),S,,-75,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2010,Balance imports/exports (millions of US dollars),S,,-120,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2015,Balance imports/exports (millions of US dollars),S,,-360,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2018,Balance imports/exports (millions of US dollars),S,,-330,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2019,Balance imports/exports (millions of US dollars),S,,-313,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
140,Central African Republic,2020,Balance imports/exports (millions of US dollars),S,,-2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
148,Chad,1995,Imports CIF (millions of US dollars),S,,214,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
148,Chad,2005,Imports CIF (millions of US dollars),S,,953,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
