Region/Country/Area,,Year,Series,Value,Footnotes,Source,,,
188,Costa Rica,2000,Consumer price index: General,37.4,Calculated by the UN Statistics Division from national indices.,Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
188,Costa Rica,2005,Consumer price index: General,63.5,Break in the time series.,Calculated by the UN Statistics Division from national indices.,Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",
188,Costa Rica,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
188,Costa Rica,2015,Consumer price index: General,121.5,Calculated by the UN Statistics Division from national indices.,Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
188,Costa Rica,2018,Consumer price index: General,126.2,Calculated by the UN Statistics Division from national indices.,Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
188,Costa Rica,2019,Consumer price index: General,128.8,Calculated by the UN Statistics Division from national indices.,Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
188,Costa Rica,2020,Consumer price index: General,129.8,Calculated by the UN Statistics Division from national indices.,Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
188,Costa Rica,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
188,Costa Rica,2015,Consumer price index: Food,122.1,Calculated by the UN Statistics Division from national indices.,Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
188,Costa Rica,2018,Consumer price index: Food,125.2,Calculated by the UN Statistics Division from national indices.,Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
188,Costa Rica,2019,Consumer price index: Food,126.2,Calculated by the UN Statistics Division from national indices.,Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
188,Costa Rica,2020,Consumer price index: Food,126.8,Calculated by the UN Statistics Division from national indices.,Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
384,C�te d�Ivoire,2000,Consumer price index: General,75.2,Estimate.,Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
384,C�te d�Ivoire,2005,Consumer price index: General,88.1,Estimate.,Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
384,C�te d�Ivoire,2010,Consumer price index: General,100,Estimate.,Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
384,C�te d�Ivoire,2015,Consumer price index: General,110.9,Estimate.,Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
384,C�te d�Ivoire,2018,Consumer price index: General,112.9,Estimate.,Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
384,C�te d�Ivoire,2019,Consumer price index: General,111.6,Estimate.,Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
384,C�te d�Ivoire,2020,Consumer price index: General,114.3,Estimate.,Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
384,C�te d�Ivoire,2000,Consumer price index: Food,66.3,Estimate.,Abidjan,Calculated by the UN Statistics Division from national indices.,The index pertains to African families.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
384,C�te d�Ivoire,2005,Consumer price index: Food,75.5,Estimate.,Abidjan,Calculated by the UN Statistics Division from national indices.,The index pertains to African families.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
384,C�te d�Ivoire,2010,Consumer price index: Food,100,Estimate.,Abidjan,Calculated by the UN Statistics Division from national indices.,The index pertains to African families.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
384,C�te d�Ivoire,2015,Consumer price index: Food,111.9,Estimate.,Abidjan,Calculated by the UN Statistics Division from national indices.,The index pertains to African families.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
191,Croatia,2000,Consumer price index: General,75.8,Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
191,Croatia,2005,Consumer price index: General,85.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
191,Croatia,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
191,Croatia,2015,Consumer price index: General,107.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
191,Croatia,2018,Consumer price index: General,109,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
191,Croatia,2019,Consumer price index: General,109.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
191,Croatia,2020,Consumer price index: General,110,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
191,Croatia,2010,Consumer price index: Food,116.6,Index base: 2005=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
191,Croatia,2015,Consumer price index: Food,109.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
191,Croatia,2018,Consumer price index: Food,113.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
191,Croatia,2019,Consumer price index: Food,113,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
191,Croatia,2020,Consumer price index: Food,115.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
531,Cura�ao,2000,Consumer price index: General,76.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
531,Cura�ao,2005,Consumer price index: General,84.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
531,Cura�ao,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
531,Cura�ao,2015,Consumer price index: General,108.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
531,Cura�ao,2018,Consumer price index: General,112.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
531,Cura�ao,2019,Consumer price index: General,115.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
531,Cura�ao,2020,Consumer price index: General,118.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,,
531,Cura�ao,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,Data refers to food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
531,Cura�ao,2015,Consumer price index: Food,124.8,Calculated by the UN Statistics Division from national indices.,Data refers to food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
531,Cura�ao,2018,Consumer price index: Food,134.6,Calculated by the UN Statistics Division from national indices.,Data refers to food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
531,Cura�ao,2019,Consumer price index: Food,142.7,Calculated by the UN Statistics Division from national indices.,Data refers to food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
531,Cura�ao,2020,Consumer price index: Food,151.9,Calculated by the UN Statistics Division from national indices.,Data refers to food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
196,Cyprus,2000,Consumer price index: General,77.4,Calculated by the UN Statistics Division from national indices.,Data refer to government controlled areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
196,Cyprus,2005,Consumer price index: General,88.6,Calculated by the UN Statistics Division from national indices.,Data refer to government controlled areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
196,Cyprus,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,Data refer to government controlled areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
196,Cyprus,2015,Consumer price index: General,101.7,Calculated by the UN Statistics Division from national indices.,Data refer to government controlled areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
196,Cyprus,2018,Consumer price index: General,102.3,Calculated by the UN Statistics Division from national indices.,Data refer to government controlled areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020.",,
