Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
554,New Zealand,2015,Exchange rates: period average (national currency per US dollar),,,1.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
554,New Zealand,2017,Exchange rates: period average (national currency per US dollar),,,1.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
554,New Zealand,2018,Exchange rates: period average (national currency per US dollar),,,1.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
554,New Zealand,2019,Exchange rates: period average (national currency per US dollar),,,1.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
554,New Zealand,2020,Exchange rates: period average (national currency per US dollar),,,1.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
558,Nicaragua,1995,Exchange rates: end of period (national currency per US dollar),Cordoba Oro (NIO),,8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
558,Nicaragua,2005,Exchange rates: end of period (national currency per US dollar),Cordoba Oro (NIO),,17.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
558,Nicaragua,2010,Exchange rates: end of period (national currency per US dollar),Cordoba Oro (NIO),,21.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
558,Nicaragua,2015,Exchange rates: end of period (national currency per US dollar),Cordoba Oro (NIO),,27.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
558,Nicaragua,2017,Exchange rates: end of period (national currency per US dollar),Cordoba Oro (NIO),,30.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
558,Nicaragua,2018,Exchange rates: end of period (national currency per US dollar),Cordoba Oro (NIO),,32.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
558,Nicaragua,2019,Exchange rates: end of period (national currency per US dollar),Cordoba Oro (NIO),,33.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
558,Nicaragua,2020,Exchange rates: end of period (national currency per US dollar),Cordoba Oro (NIO),,34.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
558,Nicaragua,1995,Exchange rates: period average (national currency per US dollar),,,7.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
558,Nicaragua,2005,Exchange rates: period average (national currency per US dollar),,,16.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
558,Nicaragua,2010,Exchange rates: period average (national currency per US dollar),,,21.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
558,Nicaragua,2015,Exchange rates: period average (national currency per US dollar),,,27.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
